so2_data_quality,atmospheric_variability,aerosol_optical_depth
12,90.82,0.817
10,49.53,0.819
10,53.67,0.782
10,61.68,0.79
10,23.59,0.787
12,87.35,0.821
11,66.28,0.784
10,25.42,0.747
12,87.97,0.811
10,27.2,0.776
10,25.79,0.736
10,21.0,0.714
10,41.07,0.732
10,34.23,0.749
12,96.15,0.724
12,99.99,0.791
10,42.86,0.735
10,31.59,0.767
10,26.53,0.785
10,25.32,0.775
10,61.15,0.774
12,97.65,0.75
10,14.91,0.781
10,32.16,0.734
10,31.53,0.677
10,26.68,0.682
10,25.43,0.674
10,15.56,0.661
10,13.24,0.668
10,33.15,0.685
10,13.49,0.668
10,15.75,0.647
10,42.36,0.638
10,15.28,0.63
11,64.13,0.647
12,94.61,0.66
10,62.27,0.656
10,26.22,0.694
10,35.61,0.7
10,17.46,0.689
10,37.71,0.713
11,66.78,0.766
10,42.81,0.717
12,83.44,0.787
10,33.3,0.792
10,34.88,0.802
12,97.39,0.847
12,90.34,0.782
12,93.54,3.301
12,99.91,3.409
12,99.72,1.499
12,50.65,0.98
12,94.8,0.549
10,59.82,0.58
12,99.93,0.908
12,86.34,0.658
11,71.1,0.742
10,49.55,0.763
12,82.22,0.743
12,999.0,1.609
12,93.5,0.693
12,80.59,0.767
12,35.51,0.124
12,7.38,0.174
12,43.03,0.189
12,11.83,0.18
11,15.4,0.173
11,31.84,0.194
11,27.87,0.184
11,31.46,0.188
10,-2.19,0.179
10,17.83,0.173
10,5.58,0.166
10,3.18,0.163
10,4.55,0.182
10,7.79,0.173
10,6.56,0.163
10,1.31,0.16
10,2.87,0.153
10,25.64,0.183
10,15.28,0.16
10,13.61,0.161
10,13.74,0.151
10,29.23,0.17
10,26.55,0.168
10,32.74,0.158
12,91.23,0.174
10,25.2,0.189
10,39.57,0.203
10,12.12,0.188
10,7.87,0.163
10,7.43,0.163
10,7.3,0.168
10,2.05,0.168
10,44.57,0.223
10,36.51,0.186
10,22.42,0.186
10,26.5,0.156
10,8.92,0.156
10,61.22,0.206
10,39.48,0.206
11,70.29,0.203
10,41.72,0.203
12,74.0,0.18
10,25.43,0.18
10,12.69,0.136
10,0.87,0.136
10,15.76,0.17
12,96.24,0.17
10,36.9,0.26
12,96.37,0.26
10,54.36,0.296
10,18.39,0.296
10,36.16,0.163
10,31.43,0.163
10,33.89,0.221
10,34.73,0.221
12,98.95,0.23
12,89.85,0.23
12,97.27,0.252
12,99.87,0.252
12,99.89,0.205
10,45.24,0.205
12,94.9,1.883
10,45.13,0.186
11,68.81,0.186
12,99.98,0.141
10,13.14,0.141
10,26.5,0.083
10,20.88,0.083
12,99.99,3.815
10,25.95,0.306
12,99.96,0.306
12,99.98,1.659
12,99.96,1.659
12,64.57,3.298
12,99.81,0.307
10,14.21,0.106
11,65.56,0.106
10,32.41,0.106
12,96.19,3.771
12,99.34,0.217
12,99.99,0.217
12,98.83,0.571
12,99.99,0.571
12,83.44,0.137
10,11.29,0.137
10,5.67,0.044
10,1.48,0.044
10,12.37,0.075
12,99.95,0.075
12,97.08,0.075
10,32.75,0.157
12,84.14,0.157
10,28.39,0.078
10,21.18,0.078
10,24.58,0.025
10,9.9,0.025
10,43.38,0.091
10,44.04,0.091
12,79.86,0.042
10,46.49,0.042
10,15.31,0.032
10,63.87,0.032
10,10.49,0.079
10,24.12,0.079
10,25.26,0.062
10,17.46,0.062
12,84.22,0.114
11,71.4,0.114
10,11.33,0.061
10,15.01,0.061
10,63.27,0.088
10,23.39,0.088
10,37.63,0.067
10,21.76,0.067
10,14.18,0.074
10,9.09,0.074
10,16.46,0.089
10,18.03,0.089
10,8.5,0.107
10,17.71,0.107
10,17.05,0.165
11,72.64,0.165
10,33.92,0.119
10,20.48,0.119
10,16.08,0.132
10,6.63,0.132
10,11.96,0.122
10,16.37,0.122
10,22.29,0.128
10,33.25,0.128
10,5.8,0.103
10,3.37,0.103
10,31.22,0.13
10,9.99,0.13
12,84.54,0.147
10,42.38,0.147
10,3.58,0.132
10,6.37,0.132
10,3.94,0.13
10,7.86,0.13
10,29.7,0.146
10,39.22,0.163
12,83.88,0.163
12,98.64,0.215
10,62.98,0.163
10,24.81,0.112
10,37.2,0.138
10,8.26,0.125
12,97.47,0.181
12,87.03,0.208
12,88.02,0.157
12,99.06,0.33
10,12.56,0.116
12,97.15,0.305
12,99.57,0.644
12,99.36,0.646
12,99.59,0.361
10,5.32,0.142
10,16.69,0.14
12,97.82,0.246
12,99.41,0.387
12,95.8,0.275
12,94.32,0.301
12,99.92,0.858
12,99.84,0.62
12,98.16,0.411
12,33.1,0.615
12,99.94,1.44
12,99.71,0.453
12,99.98,1.561
12,99.99,1.118
12,99.84,0.584
12,99.98,0.694
12,99.54,0.486
12,65.29,0.52
12,83.64,1.103
12,99.99,2.78
10,57.06,0.306
12,99.94,0.872
12,99.99,1.103
11,71.02,0.352
11,69.44,0.309
10,8.87,0.263
10,54.71,0.273
10,34.02,0.246
12,99.08,0.375
12,99.72,0.383
12,99.31,1.072
12,99.91,2.647
12,99.96,3.29
12,99.97,3.927
12,99.99,1.201
10,52.53,0.318
10,48.4,0.3
10,43.26,0.3
12,99.99,4.547
12,98.02,2.957
12,99.78,2.929
12,99.98,2.097
12,99.99,2.744
12,99.99,5.046
12,100.0,2.561
12,99.97,3.403
12,999.0,4.337
12,999.0,2.637
12,8.18,0.153
12,16.27,0.133
12,16.37,0.133
11,17.55,0.125
11,7.28,0.119
11,6.86,0.121
11,10.12,0.111
11,70.85,0.104
10,13.82,0.102
10,8.52,0.1
10,5.7,0.099
10,5.56,0.09
10,2.76,0.088
10,13.62,0.088
10,23.07,0.088
10,16.78,0.087
10,13.03,0.084
12,89.66,0.077
10,21.36,0.07
10,11.35,0.056
10,2.97,0.027
10,21.0,0.027
10,14.0,0.026
10,46.31,0.026
10,24.06,0.028
10,27.14,0.028
10,15.77,0.013
10,10.04,0.013
10,10.35,0.008
10,13.66,0.008
10,14.88,0.011
10,11.51,0.011
10,11.52,0.013
10,6.94,0.013
10,12.77,0.011
10,11.28,0.011
10,5.58,0.045
10,10.1,0.045
12,89.13,0.025
10,15.84,0.025
12,86.82,0.027
12,94.86,0.027
10,27.43,0.031
12,76.05,0.031
10,7.55,0.011
10,54.43,0.011
10,12.42,0.004
10,15.51,0.004
10,9.81,-0.002
10,9.35,-0.002
10,19.55,0.008
10,22.62,0.008
12,99.97,2.174
12,99.99,2.174
12,99.9,0.062
12,99.59,0.062
10,62.0,0.056
12,94.38,0.056
12,84.53,0.061
12,97.36,0.061
12,82.17,0.096
12,94.84,0.096
10,62.57,0.042
10,59.93,0.042
10,32.63,0.03
10,38.85,0.03
10,46.61,0.032
12,76.94,0.032
10,35.81,0.013
10,30.52,0.013
10,21.4,0.013
10,53.73,0.016
10,36.33,0.016
10,10.13,0.016
10,12.18,0.039
10,39.48,0.039
10,62.65,0.039
12,99.45,0.354
12,99.77,0.354
12,73.96,0.192
10,45.96,0.192
12,98.67,0.62
12,98.81,0.78
12,98.79,0.634
12,87.75,0.163
12,96.15,0.163
12,99.98,0.73
12,99.46,0.958
12,80.4,0.35
12,97.12,0.35
12,99.8,0.458
12,99.95,1.496
12,99.98,1.246
12,92.79,0.387
12,94.0,0.387
10,62.9,0.106
11,68.13,0.106
12,99.95,1.081
12,99.99,1.681
11,70.71,0.151
12,85.0,0.151
12,99.99,4.937
12,99.51,1.826
12,99.99,1.826
10,17.46,0.062
10,4.31,0.062
10,64.0,0.071
10,28.43,0.071
12,99.94,6.004
10,60.74,0.081
12,98.67,0.081
10,14.36,0.073
10,33.43,0.073
10,16.2,0.058
10,12.7,0.058
12,76.35,0.103
10,27.78,0.103
10,37.82,0.105
10,27.72,0.105
10,55.94,0.104
10,24.16,0.104
10,43.69,0.163
12,83.41,0.163
12,83.97,0.29
12,79.19,0.29
12,74.42,0.097
11,67.44,0.097
10,13.78,0.08
10,11.48,0.08
10,22.27,0.093
10,20.73,0.093
10,25.91,0.084
11,66.13,0.084
10,35.11,0.102
10,24.27,0.102
11,67.62,0.091
10,9.81,0.091
10,39.67,0.078
10,14.36,0.078
10,17.53,0.102
10,12.43,0.102
10,9.69,0.11
10,10.3,0.11
10,46.29,0.119
10,28.93,0.119
10,10.31,0.127
10,10.86,0.127
10,22.49,0.101
10,28.69,0.101
12,90.94,0.157
10,2.72,0.116
10,4.52,0.116
10,5.3,0.121
10,13.18,0.121
10,20.47,0.14
10,24.77,0.131
10,18.55,0.13
10,38.14,0.14
12,90.3,0.135
10,19.41,0.131
10,39.71,0.133
10,19.3,0.132
10,14.75,0.128
10,10.1,0.13
10,38.51,0.132
10,22.61,0.133
12,99.08,0.132
11,71.96,0.151
11,65.95,0.165
12,83.44,0.157
10,4.66,0.135
10,2.58,0.113
12,98.24,0.158
11,22.19,0.136
12,95.28,0.167
11,-5.4,0.14
12,91.95,0.162
12,99.97,1.02
12,-3.11,0.181
12,8.21,0.147
12,-16.95,0.071
12,99.37,0.217
12,98.31,0.521
12,15.27,0.324
12,96.64,0.629
12,99.49,0.764
12,99.47,0.281
12,99.6,0.369
12,93.03,0.332
12,99.88,0.461
12,73.05,0.449
12,95.3,1.034
12,99.9,1.018
12,98.16,0.758
12,99.54,0.436
12,89.01,0.575
12,89.25,0.348
12,94.58,0.231
11,72.21,0.148
12,99.77,0.47
12,82.28,0.179
12,87.67,0.455
12,99.72,0.744
12,90.33,0.098
10,40.95,0.08
12,76.46,0.08
10,11.18,0.072
10,23.33,0.072
12,96.1,0.138
12,96.21,0.138
12,99.07,0.279
10,16.0,0.048
10,25.0,0.048
10,23.13,0.048
10,25.35,0.048
10,15.44,0.059
10,25.88,0.059
10,18.25,0.03
10,12.51,0.03
10,14.69,0.031
10,19.59,0.031
10,15.74,0.027
10,16.8,0.027
10,7.19,0.032
10,13.05,0.032
10,7.72,0.039
10,61.7,0.039
12,96.18,0.362
12,93.62,0.452
12,97.13,0.122
12,98.35,0.122
12,99.29,0.186
12,99.15,0.186
12,99.9,0.901
12,99.86,0.712
12,94.87,0.137
12,75.75,0.137
12,94.11,0.151
12,98.85,0.151
12,97.87,0.466
12,99.98,0.645
12,99.94,0.793
12,99.85,0.342
12,99.97,0.342
12,93.19,1.315
12,94.3,0.907
12,95.74,0.109
10,48.69,0.109
12,98.38,0.123
12,99.24,0.123
12,99.88,0.484
12,98.27,0.079
12,78.23,0.079
12,99.14,0.222
12,90.63,0.222
12,99.89,0.276
12,99.92,0.276
12,99.62,0.075
12,96.95,0.075
11,67.52,0.18
12,99.87,0.18
12,82.88,0.088
12,94.65,0.088
12,99.18,0.108
12,99.48,0.108
10,57.65,0.088
12,82.89,0.088
12,99.62,0.263
12,94.27,0.263
12,99.97,3.751
12,99.67,0.864
12,97.82,2.272
12,99.8,0.747
12,99.91,1.306
12,99.61,2.119
12,98.51,0.64
12,99.91,0.539
12,98.53,0.537
12,98.01,0.71
12,98.6,0.71
12,96.91,0.367
12,99.74,0.367
12,99.57,0.535
12,98.68,0.474
12,99.96,0.729
12,99.85,0.328
12,93.09,0.291
12,86.51,0.291
12,98.97,0.625
12,99.9,0.607
12,88.91,0.236
12,96.38,0.236
12,88.72,0.545
12,95.77,0.545
12,95.04,1.09
12,97.36,0.391
12,98.6,0.248
12,94.55,0.196
12,93.45,0.196
12,99.95,1.118
12,99.63,1.153
12,99.86,0.976
12,99.05,1.412
12,99.74,0.763
12,98.72,1.407
12,99.93,3.987
12,999.0,3.045
12,99.91,2.083
12,98.82,2.843
12,99.99,2.738
12,97.92,2.041
12,99.97,3.394
12,99.97,1.168
12,97.91,1.168
12,73.62,0.705
12,99.73,1.851
12,99.87,1.319
12,98.41,1.562
12,84.78,2.054
12,97.44,2.281
12,99.32,2.373
12,99.86,2.231
12,98.75,2.78
12,99.69,2.641
12,87.63,2.477
12,99.52,2.855
12,99.92,2.675
12,91.97,2.338
12,98.88,3.224
12,99.85,3.499
12,97.11,2.173
12,99.67,2.767
12,96.24,2.273
12,99.94,1.524
12,99.75,1.411
12,67.85,2.558
12,99.96,1.994
12,99.79,1.595
12,99.97,0.993
12,98.97,0.59
12,98.33,0.899
12,97.68,1.245
12,99.8,0.963
12,99.88,0.794
12,98.94,0.694
12,96.66,2.141
12,99.94,1.583
12,99.48,2.082
12,99.14,1.361
12,98.54,1.192
12,98.95,1.113
12,99.74,2.407
12,99.89,2.564
12,99.05,1.947
12,99.82,3.387
12,99.86,0.817
12,99.79,1.432
12,97.88,0.919
12,93.59,0.397
12,99.72,0.397
12,99.98,0.45
12,99.16,0.466
12,93.59,0.435
12,99.98,0.689
12,99.9,1.084
12,91.21,0.395
11,72.75,0.395
12,97.49,0.483
11,64.6,0.268
10,57.12,0.268
12,91.01,0.325
12,93.79,0.325
12,96.78,0.29
12,94.35,0.29
12,99.92,0.496
12,49.51,2.478
12,99.31,1.426
12,99.44,1.17
10,33.14,0.079
10,50.32,0.079
11,66.34,0.11
10,25.93,0.11
12,98.53,0.371
12,99.97,0.371
12,73.83,0.152
12,77.2,0.152
12,79.75,0.213
12,92.95,0.213
12,96.29,0.216
12,78.82,0.216
10,53.19,0.104
10,35.78,0.104
10,30.21,0.094
10,24.22,0.094
12,99.97,0.693
10,62.01,0.139
11,67.88,0.139
12,80.83,0.254
11,64.92,0.254
10,60.86,0.16
10,50.09,0.16
10,19.86,0.16
11,69.54,0.16
12,79.39,0.287
12,99.81,0.287
11,68.33,0.177
11,68.37,0.177
11,64.33,0.23
12,85.63,0.23
11,67.09,0.219
10,62.06,0.219
12,85.62,0.19
12,98.68,0.19
10,36.08,0.114
11,67.68,0.114
12,98.48,0.305
12,99.94,0.305
12,99.91,0.303
12,97.41,0.292
12,77.62,0.219
10,24.81,0.161
11,70.15,0.161
10,15.18,0.186
10,56.53,0.186
10,24.36,0.182
10,52.21,0.182
12,87.16,0.163
10,30.83,0.177
12,87.0,0.198
10,37.39,0.204
10,44.8,0.182
12,98.41,0.381
12,80.21,1.339
12,96.91,0.596
12,99.37,1.086
12,96.64,1.047
12,98.54,0.78
12,99.87,0.711
12,99.74,0.528
12,99.75,0.656
12,99.15,0.772
12,98.7,0.766
12,99.51,1.459
12,99.78,1.26
12,99.13,1.01
12,99.93,0.68
12,999.0,4.729
12,100.0,3.915
12,99.95,1.271
12,100.0,4.464
12,99.99,4.437
12,999.0,5.564
12,100.0,4.023
12,99.99,0.886
12,99.94,0.836
12,99.99,1.375
12,98.17,0.581
12,93.43,0.361
12,85.08,0.361
12,99.97,0.505
12,82.37,0.505
12,98.7,0.993
12,99.84,0.611
12,99.99,4.906
12,99.97,2.517
12,99.99,5.074
12,98.35,0.625
12,99.99,0.665
12,99.94,0.846
12,99.59,1.238
12,99.99,5.349
12,99.0,3.206
12,97.71,2.15
12,99.79,1.968
12,99.19,1.088
11,69.35,0.507
12,92.65,0.429
12,99.99,0.925
12,99.15,0.847
12,86.98,0.828
12,99.98,3.098
12,99.98,1.235
12,99.96,1.154
12,99.72,0.609
12,99.91,2.135
12,99.31,0.965
12,82.19,0.379
12,99.99,0.455
12,98.48,0.382
12,99.91,0.28
12,99.99,1.21
12,99.99,3.059
12,99.41,1.126
12,99.96,1.574
12,99.96,0.632
12,98.89,0.441
12,99.99,3.44
12,99.77,2.899
12,99.89,1.637
12,99.95,2.739
12,99.66,2.456
12,999.0,4.113
12,98.72,2.305
12,99.87,2.288
12,99.99,3.382
12,99.89,1.11
12,99.69,0.582
12,99.96,0.834
12,99.65,0.264
12,99.98,0.448
12,99.86,0.64
12,99.94,1.061
12,99.75,1.246
12,99.79,0.937
12,99.84,0.192
12,100.0,3.42
12,99.96,0.109
12,99.99,2.349
12,99.95,5.03
12,99.98,2.967
12,99.98,0.914
12,99.98,6.581
12,99.86,0.886
10,34.76,0.627
12,96.72,0.629
12,93.42,0.62
10,43.54,0.605
10,45.62,0.986
10,45.88,0.97
10,38.93,0.939
10,62.85,0.952
10,54.1,0.942
10,49.8,0.861
10,59.27,0.885
12,86.78,0.757
12,88.07,0.903
12,76.03,0.856
11,69.68,0.763
12,86.5,0.464
12,99.98,0.397
12,73.94,0.108
12,96.73,0.251
10,26.51,0.021
12,99.9,0.237
12,81.74,0.064
12,96.35,0.766
12,96.85,0.075
12,99.99,0.822
10,18.59,0.038
10,34.94,0.04
12,99.94,0.165
12,92.91,0.077
10,61.66,0.088
10,16.76,0.059
10,37.08,0.068
10,59.19,0.082
10,16.12,0.076
10,44.7,0.095
10,12.67,0.101
10,2.5,0.078
10,3.25,0.091
12,77.22,0.094
10,61.33,0.115
12,81.05,0.11
10,7.86,0.103
10,25.03,0.096
10,12.39,0.118
10,21.24,0.138
12,92.91,0.152
10,32.2,0.173
10,3.78,0.176
11,-3.71,0.17
11,2.75,0.214
11,22.85,0.203
11,11.29,0.234
12,99.72,0.964
12,99.84,0.654
12,9.82,0.268
12,7.27,0.257
12,31.07,0.174
12,52.06,0.198
12,8.46,0.315
12,67.13,0.322
12,13.21,0.335
12,22.71,0.34
12,0.32,0.344
11,26.57,0.338
12,79.63,0.37
11,-5.76,0.373
11,71.48,0.395
10,44.25,0.401
10,32.73,0.38
10,6.93,0.329
10,12.21,0.341
10,20.46,0.335
10,31.02,0.316
10,18.96,0.307
10,17.87,0.295
10,11.76,0.276
12,96.65,0.259
10,10.99,0.256
10,16.98,0.242
10,10.4,0.221
10,21.04,0.229
10,21.04,0.223
10,9.01,0.22
12,99.95,0.228
12,99.92,0.253
10,3.82,0.226
10,27.96,0.216
10,7.73,0.203
12,98.71,0.206
10,14.82,0.208
12,99.98,0.242
10,15.87,0.214
10,14.9,0.222
10,3.57,0.228
10,13.42,0.217
12,99.95,0.248
12,99.98,0.267
12,99.95,0.263
12,99.96,0.274
12,99.96,0.279
12,99.9,0.253
12,99.91,0.254
10,18.63,0.241
12,99.89,0.248
11,72.63,0.249
12,99.96,0.275
12,99.69,0.247
12,99.98,0.265
12,99.55,0.803
10,37.24,0.233
12,98.68,0.247
10,18.64,0.23
10,11.99,0.274
10,52.31,0.305
12,98.26,0.258
12,99.98,0.311
12,99.96,0.257
12,99.94,0.285
10,16.37,0.282
10,38.02,0.227
12,99.96,0.271
12,99.92,0.225
12,99.99,1.799
10,9.2,0.198
10,12.63,0.192
10,15.65,0.2
12,95.96,0.22
12,91.16,0.209
10,45.21,0.31
12,99.98,0.834
12,99.78,0.321
10,16.58,0.302
11,69.45,0.323
12,73.19,0.401
12,99.98,0.703
12,99.75,0.529
10,60.81,0.429
12,88.78,0.417
10,57.91,0.473
12,99.89,4.714
12,83.66,0.589
12,86.39,0.477
12,95.91,0.492
12,92.77,1.908
12,-374.55,2.735
12,99.97,2.931
12,98.13,0.519
10,32.51,0.435
10,13.53,0.416
10,28.92,0.457
10,3.66,0.467
10,13.62,0.434
12,84.32,0.476
10,28.56,0.47
10,15.88,0.444
10,29.15,0.449
10,32.21,0.426
10,13.73,0.424
10,14.49,0.405
10,31.16,0.406
10,-2.12,0.368
10,19.21,0.359
11,9.79,0.384
12,95.39,0.371
11,20.84,0.342
12,91.82,0.382
12,99.49,1.078
12,99.92,0.761
12,14.29,0.34
12,-7.46,0.298
12,1.09,0.253
12,28.41,0.283
12,9.58,0.289
12,14.08,0.286
12,24.77,0.283
12,-6.82,0.27
11,-2.15,0.254
11,6.82,0.247
11,6.71,0.241
10,5.73,0.235
10,43.21,0.228
10,6.23,0.225
10,22.63,0.226
10,7.89,0.218
10,7.63,0.212
10,8.24,0.209
10,22.62,0.21
10,16.75,0.205
10,10.55,0.2
10,10.43,0.197
10,16.62,0.192
10,19.15,0.188
12,99.92,0.202
10,5.78,0.185
10,27.21,0.18
10,6.4,0.175
10,12.07,0.174
12,99.78,0.183
12,96.97,0.178
10,28.2,0.172
12,99.94,0.196
12,77.18,0.174
12,99.46,0.171
10,18.53,0.175
12,99.88,0.189
12,99.85,0.199
12,99.86,0.203
12,99.88,1.012
10,6.81,0.172
12,99.52,0.177
10,10.38,0.172
12,99.95,0.242
12,99.85,0.226
10,14.08,0.225
10,9.16,0.217
12,98.89,0.23
12,98.02,0.212
10,6.34,0.204
11,70.68,0.198
10,10.65,0.19
12,97.94,0.191
12,98.48,0.162
10,10.95,0.163
10,6.61,0.168
10,7.99,0.179
10,7.99,0.187
10,10.55,0.206
10,44.61,0.236
10,20.58,0.185
10,8.65,0.248
10,47.68,0.208
10,53.18,0.284
12,99.99,5.043
12,100.0,1.41
12,99.99,1.71
12,95.9,2.186
12,99.99,1.251
12,-53.95,2.14
12,99.7,0.223
12,99.99,2.135
12,99.82,0.324
12,99.99,0.48
12,96.39,2.298
12,99.99,1.938
12,99.12,0.278
12,99.98,0.426
12,-236.28,2.59
12,99.98,0.913
12,99.3,0.364
10,41.35,0.266
11,71.16,0.296
10,55.88,0.283
12,99.98,0.668
12,75.1,0.311
12,82.39,0.351
12,99.96,0.705
12,90.07,0.393
12,88.2,0.327
10,54.67,0.358
12,99.99,1.497
12,99.01,0.393
12,99.47,1.323
12,99.99,0.824
12,99.97,2.195
12,99.98,3.78
12,80.39,0.364
12,74.43,0.779
12,88.64,2.277
12,78.94,0.417
12,99.74,0.667
12,99.98,1.816
12,95.22,0.716
12,96.64,0.58
12,99.9,1.725
12,84.52,0.806
12,99.02,0.768
12,84.94,0.551
12,97.8,1.12
12,99.95,0.927
12,25.29,0.445
12,91.74,0.409
12,99.49,0.423
12,99.06,0.415
12,30.58,0.432
12,97.84,0.473
12,96.21,0.639
12,84.93,0.432
12,99.93,0.58
10,51.74,0.358
12,98.81,0.353
10,9.12,0.343
10,49.25,0.324
10,44.73,0.311
12,99.48,0.447
10,28.82,0.305
10,47.84,0.309
10,24.57,0.3
10,17.02,0.284
10,44.56,0.298
10,34.16,0.277
10,22.0,0.252
10,11.69,0.256
10,48.92,0.291
12,80.91,0.286
10,41.29,0.265
10,49.02,0.272
11,68.45,0.269
12,86.21,0.421
10,33.32,0.397
10,37.82,0.361
10,35.85,0.33
10,39.49,0.311
10,44.17,0.321
10,19.99,0.284
12,90.27,0.272
10,29.73,0.247
10,48.41,0.219
12,89.5,0.244
10,14.66,0.227
11,68.9,0.285
10,45.02,0.238
10,12.81,0.233
10,23.61,0.213
10,16.62,0.198
10,10.79,0.197
10,19.57,0.197
12,98.72,0.423
12,99.29,0.518
12,99.84,0.638
12,99.95,2.181
12,99.92,2.834
12,98.83,3.749
12,99.65,3.235
12,99.73,3.813
12,66.94,1.947
12,99.85,1.173
12,98.16,0.783
12,97.31,0.499
12,91.56,0.241
12,99.59,0.416
12,78.77,0.207
10,9.3,0.12
10,18.92,0.14
12,99.65,0.15
10,26.52,0.146
10,34.2,0.257
11,69.82,0.341
12,88.32,0.36
12,97.7,0.722
10,35.62,0.392
12,99.92,2.786
12,99.33,2.123
12,99.98,5.566
12,98.05,4.887
12,55.7,3.225
12,99.4,2.0
12,95.9,1.044
12,99.76,1.476
12,91.63,1.581
12,99.99,3.134
12,99.56,1.75
12,99.74,2.711
12,99.82,1.704
12,98.81,1.1
12,99.86,1.315
12,98.65,0.613
10,25.16,0.145
12,99.45,0.215
12,99.12,1.412
12,99.72,1.666
12,99.88,0.948
12,99.89,0.789
12,99.91,1.361
12,93.88,0.42
12,89.21,0.166
10,36.41,0.157
12,75.28,0.187
12,98.45,0.726
12,97.89,1.783
12,99.05,0.724
12,99.87,0.588
12,99.82,0.949
12,99.41,2.445
12,99.31,1.96
12,99.9,1.751
12,98.58,0.199
12,92.63,0.392
12,99.44,0.829
12,99.68,2.134
12,98.96,1.454
12,79.94,0.208
12,85.61,0.26
12,61.86,0.442
12,98.03,0.81
12,73.04,0.563
12,32.54,0.229
12,70.04,0.423
12,-208.44,0.708
12,67.81,0.664
12,99.77,1.555
12,99.95,1.751
12,95.87,1.252
12,99.86,0.869
12,99.55,2.08
12,30.57,1.818
12,99.88,1.006
12,99.94,1.316
12,99.96,2.523
12,81.3,0.386
12,99.72,2.466
12,99.85,2.158
12,99.9,3.982
12,99.85,5.316
12,99.06,2.747
12,18.52,1.936
10,40.33,0.89
12,99.98,0.945
12,80.47,1.276
12,99.66,1.651
12,99.71,1.896
12,86.06,1.826
12,99.65,2.274
12,83.28,1.675
12,62.43,2.367
12,99.96,3.782
12,99.97,5.507
12,92.98,0.539
12,99.71,0.48
12,90.26,0.581
12,99.99,0.932
12,99.99,1.716
12,99.97,0.834
12,99.99,4.648
12,99.91,1.423
12,99.89,1.245
12,96.8,1.469
12,99.92,0.924
12,99.99,1.971
11,72.51,0.319
12,94.55,6.752
12,35.01,0.681
12,99.99,4.119
10,58.18,0.296
10,44.06,0.341
10,60.71,0.366
12,86.44,0.355
12,99.11,0.48
12,82.05,0.506
12,84.34,0.442
12,85.58,0.432
10,61.53,0.331
12,85.7,0.322
12,93.79,0.394
12,99.99,1.374
12,98.42,0.438
10,49.69,0.32
12,57.25,0.852
12,82.37,0.348
12,91.49,0.329
12,74.55,0.414
12,99.34,2.243
12,98.57,2.619
12,99.27,1.945
12,79.81,0.467
11,70.15,0.424
12,78.77,0.497
12,78.54,0.448
12,99.04,0.71
10,62.45,0.728
12,82.06,0.441
12,74.81,0.502
12,99.55,0.645
12,95.07,0.989
12,46.57,0.792
12,29.48,0.688
12,77.92,0.624
12,94.84,0.549
12,99.08,0.792
12,94.94,1.186
12,32.86,1.146
12,98.6,1.514
12,99.66,1.645
12,95.14,1.787
12,98.9,1.978
12,99.02,1.392
12,99.87,1.367
12,99.71,1.646
12,999.0,2.511
12,99.94,2.629
12,99.89,3.075
12,99.78,2.972
12,-12.32,2.977
12,34.19,2.27
12,99.9,2.924
12,97.52,3.463
12,99.83,1.608
12,96.27,1.014
12,99.97,1.693
12,99.7,1.824
12,99.94,1.698
12,99.96,1.985
12,99.93,2.347
12,99.88,1.743
12,99.43,2.691
12,99.93,5.648
12,99.96,5.966
12,99.99,4.051
12,99.97,2.202
12,99.98,5.68
12,99.71,2.708
12,98.36,2.376
12,99.93,1.296
12,99.98,5.408
12,-121.9,1.606
12,99.88,1.845
12,99.99,3.308
12,97.38,3.507
12,99.39,1.414
12,98.41,1.418
12,99.88,1.748
12,99.96,2.008
12,99.56,1.349
12,99.92,1.35
12,99.38,0.59
12,94.97,1.454
12,99.62,1.253
12,99.34,0.703
12,99.96,2.15
12,96.34,1.56
12,96.77,3.266
12,99.76,4.183
12,99.92,3.796
12,99.3,3.702
12,86.88,2.115
12,99.46,0.661
12,99.38,2.412
12,87.17,2.656
12,99.3,2.875
12,97.11,0.493
12,32.6,0.498
11,38.89,0.188
11,7.37,0.184
11,12.47,0.163
11,10.2,0.144
11,5.32,0.144
10,8.01,0.145
12,99.24,1.761
12,99.8,1.106
12,99.75,1.611
12,23.99,1.66
12,99.88,1.632
12,99.65,0.362
12,99.9,1.829
12,99.95,1.706
12,99.04,0.155
12,99.94,0.82
12,99.93,1.303
12,-128.74,2.702
12,83.97,1.851
12,97.45,1.499
12,99.6,0.862
12,99.96,1.084
12,99.19,1.501
12,99.92,3.146
12,99.87,1.277
12,93.17,1.385
12,97.34,1.027
12,99.13,2.624
12,97.19,2.18
12,92.27,1.878
12,99.83,0.87
12,37.64,0.92
12,99.79,1.814
12,99.48,0.271
12,99.95,1.629
12,80.83,0.11
12,99.58,0.122
10,40.31,0.149
12,99.56,0.168
12,85.56,0.5
12,99.99,0.982
12,99.92,0.128
10,43.24,0.085
12,99.99,0.677
12,99.92,0.435
12,99.65,0.061
10,27.64,0.05
12,99.78,0.297
12,99.99,1.916
12,99.55,0.983
12,99.61,0.3
12,99.98,0.284
12,999.0,5.691
12,99.43,0.592
12,99.97,1.426
12,99.83,2.911
12,96.23,3.74
12,99.79,5.452
12,99.18,3.66
12,98.73,4.745
12,999.0,3.753
12,99.94,4.367
12,97.63,3.752
12,87.92,3.345
12,99.97,4.954
